AIRPORT,TR_AIRPORT_NAME,TR_CITY_NAME,TR_STATE_NAME,TR_COUNTRY_NAME,TR_WAC,BEGIN_DATE_SOURCE,END_DATE,AIRPORT_REGION,LAT_DEGREES,LAT_MINUTES,LAT_SECONDS,LAT_HEMISPHERE,LATITUDE,LON_DEGREES,LON_MINUTES,LON_SECONDS,LON_HEMISPHERE,LONGITUDE,AIRPORT_ID
ITQ,"Itaqui, Brazil: Itaqui Airport","Itaqui, Brazil",,Brazil,316,1/1/50,,Brazil,29,7,45,S,-29.12916666,56,34,12,W,-56.56999999,397100
ITO,"Hilo, HI: General Lyman","Hilo, HI",Hawaii,United States of America,2,1/1/50,,Hawaii,19,43,25,N,19.72361111,155,3,29,W,-155.0580556,364000
ITN,"Itabuna, Brazil: Itabuna Airport","Itabuna, Brazil",,Brazil,316,1/1/50,,Brazil,14,48,0,S,-14.8,39,18,0,W,-39.3,396300
ITM,"Osaka, Japan: Itami International","Osaka, Japan",,Japan,736,9/1/94,,Japan,34,46,57,N,34.78249999,135,26,28,E,135.4411111,666812
ITJ,"Itajai, Brazil: Navegantes","Itajai, Brazil",,Brazil,316,1/1/50,,Brazil,26,52,0,S,-26.86666666,48,38,0,W,-48.63333333,396600
ITI,"Itapetinga, Brazil: Itapetinga Airport","Itapetinga, Brazil",,Brazil,316,1/1/50,,Brazil,15,18,0,S,-15.3,40,14,0,W,-40.23333333,397000
ITH,"Ithaca/Cortland, NY: Tompkins County","Ithaca/Cortland, NY",New York,United States of America,22,1/1/50,,New York,42,29,25,N,42.49027777,76,27,29,W,-76.45805555,397800
ISW,"Wausau/Marshfield, WI: Wisconsin Rapids","Wausau/Marshfield, WI",Wisconsin,United States of America,45,1/1/50,1/31/03,Wisconsin,44,21,40,N,44.36111111,89,50,18,W,-89.83833333,968305
ISW,"Wisconsin Rapids, WI: Alexander Field","Wisconsin Rapids, WI",Wisconsin,United States of America,45,9/1/74,,Wis.,44,21,41,N,44.36138888,89,50,17,W,-89.83805555,980300
IST,"Istanbul, Turkey: Ataturk","Istanbul, Turkey",,Turkey,679,1/1/50,,Turkey,40,58,36,N,40.97666666,28,48,55,E,28.81527777,395600
ISS,"Wiscasset, ME: Wiscasset Airport","Wiscasset, ME",Maine,United States of America,12,3/1/78,,,43,57,48,N,43.96333333,69,42,44,W,-69.71222222,979800
ISQ,"Manistique, MI: Schoolcraft County","Manistique, MI",Michigan,United States of America,43,6/1/95,,Michigan,45,58,30,N,45.97499999,86,10,36,W,-86.17666666,542950
ISP,"Islip, NY: Long Island-Macarthur","Islip, NY",New York,United States of America,22,1/1/50,,Long Island,40,47,48,N,40.79666666,73,6,3,W,-73.10083333,395300
ISP,"New York, NY: Long Island Macarthur","New York, NY",New York,United States of America,22,12/1/79,1/31/03,Ny,40,47,48,N,40.79666666,73,6,3,W,-73.10083333,512200
ISO,"Kinston, NC: Stallings Field","Kinston, NC",North Carolina,United States of America,36,1/1/50,,North Carolina,35,19,36,N,35.32666666,77,37,0,W,-77.61666666,449000
ISN,"Williston, ND: Sloulin Field International","Williston, ND",North Dakota,United States of America,66,1/1/50,,North Dakota,48,10,34,N,48.17611111,103,38,10,W,-103.6361111,977100
ISM,"Orlando, FL: Kissimmee","Orlando, FL",Florida,United States of America,33,1/1/50,,Florida,28,17,25,N,28.29027777,81,26,14,W,-81.43722222,814490
ISJ,"Isla Mujeres, Mexico: Isla Mujeres Airport","Isla Mujeres, Mexico",,Mexico,148,1/1/50,,Mexico,21,16,0,N,21.26666666,86,45,0,W,-86.75,394600
ISI,"Isisford, Australia: Isisford Airport","Isisford, Australia",,Australia,802,1/1/50,,Australia,24,15,48,S,-24.26333333,144,25,24,E,144.4233333,394000
ISH,"Ischia, Italy: Ischia Airport","Ischia, Italy",,Italy,450,1/1/50,,Italy,40,45,0,N,40.75,13,54,0,E,13.9,393000
ISG,"Ishigaki, Japan: Ishigaki Airport","Ishigaki, Japan",,Japan,736,1/1/50,,Japan,24,20,13,N,24.33694444,124,10,8,E,124.1688889,393700
ISC,"Scilly Isles, United Kingdom: Scilly Islands/St Marys","Scilly Isles, United Kingdom",,United Kingdom,493,1/1/50,,British Isles,49,54,46,N,49.91277777,6,17,30,W,-6.29166666,825000
ISB,"Islamabad, Pakistan: Islamabad International","Islamabad, Pakistan",,Pakistan,764,6/1/83,,Pakistan,33,36,53,N,33.61472222,73,5,48,E,73.09666666,394550
ISA,"Mount Isa, Australia: Mount Isa Airport","Mount Isa, Australia",,Australia,802,1/1/50,,Australia,20,39,21,S,-20.65583333,139,28,45,E,139.4791667,606200
IRV,Irvington: Roy E. Ray Airport,Irvington,,,0,12/1/81,3/1/03,Al,30,27,16,N,30.45444444,88,12,38,W,-88.21055555,774700
IRS,"Sturgis, MI: Sturgis Airport","Sturgis, MI",Michigan,United States of America,43,1/1/00,,,41,48,0,N,41.8,85,25,0,W,-85.41666666,862030
IRP,"Isiro, Republic Of Congo: Isiro Airport","Isiro, Republic Of Congo",,Republic Of Congo,517,1/1/50,,Zaire,2,46,55,N,2.78194444,27,37,51,E,27.63083333,393900
IRO,"Birao, Central African Republic: Birao","Birao, Central African Republic",,Central African Republic,509,1/1/50,,Cen.Afr.Rep.,10,11,11,N,10.18638888,22,42,50,E,22.71388888,110000
IRO,"Birao, Central African Republic: Birao Airport","Birao, Central African Republic",,Central African Republic,509,12/1/77,6/1/78,Cen.Afr.Emp.,10,11,11,N,10.18638888,22,42,50,E,22.71388888,110005
IRK,"Kirksville, MO: Clarence Cannon Memorial","Kirksville, MO",Missouri,United States of America,64,1/1/50,,Missouri,40,5,33,N,40.09249999,92,32,38,W,-92.54388888,450300
IRJ,"La Rioja, Argentina: Capitan Vicente A Almonacid","La Rioja, Argentina",,Argentina,303,1/1/50,,Argentina,29,23,0,S,-29.38333333,66,47,0,W,-66.78333333,486800
IRI,"Iringa, Tanzania: Iringa Airport","Iringa, Tanzania",,Tanzania,585,1/1/50,,Tanzania,7,40,14,S,-7.67055555,35,45,1,E,35.75027777,391600
IRG,"Iron Range, Australia: Iron Range Airport","Iron Range, Australia",,Australia,802,1/1/50,,Australia,12,47,20,S,-12.78888888,143,18,45,E,143.3125,392600
IRD,"Ishurdi, Bangladesh: Ishurdi","Ishurdi, Bangladesh",,Bangladesh,703,1/1/50,,Bangladesh,24,8,0,N,24.13333333,89,3,10,E,89.05277777,393810
IRC,"Circle, AK: Circle City","Circle, AK",Alaska,United States of America,1,6/1/81,,Alaska,65,49,50,N,65.83055555,144,4,33,W,-144.0758333,193010
IQT,"Iquitos, Peru: Iquitos Airport","Iquitos, Peru",,Peru,368,1/1/50,,Peru,3,45,0,S,-3.75,73,12,0,W,-73.2,391300
IQQ,"Iquique, Chile: Cavancha","Iquique, Chile",,Chile,324,1/1/50,,Chile,20,13,54,S,-20.23166666,70,8,27,W,-70.14083333,391000
IQ2,"Al Asad, Iraq: Al Asad Air Base","Al Asad, Iraq",,Iraq,634,1/1/06,,Iraq,33,47,8,N,33.78555555,42,26,28,E,42.44111111,14221
IQ1,"Al Taqaddum, Iraq: Ora Al Taqaddum Airbase","Al Taqaddum, Iraq",,Iraq,634,11/1/06,,Iraq,33,20,17,N,33.33805555,43,35,49,E,43.59694444,14231
IPT,"Williamsport, PA: Williamsport Regional","Williamsport, PA",Pennsylvania,United States of America,23,1/1/50,,Pennsylvania,41,14,32,N,41.24222222,76,55,14,W,-76.92055555,976800
IPN,"Ipatinga, Brazil: Ipatinga Airport","Ipatinga, Brazil",,Brazil,316,3/1/80,,Brazil,79,30,0,S,-79.5,42,32,0,W,-42.53333333,389900
IPL,"El Centro, CA: Imperial County","El Centro, CA",California,United States of America,91,1/1/50,,California,32,50,14,N,32.83722222,115,34,29,W,-115.5747222,265300
IPI,"Ipiales, Colombia: San Luis","Ipiales, Colombia",,Colombia,327,1/1/50,,Colombia,0,51,59,N,0.86638888,77,42,42,W,-77.71166666,389800
IPH,"Ipoh, Malaysia: Ipoh Airport","Ipoh, Malaysia",,Malaysia,749,1/1/50,,Malaysia,4,34,1,N,4.56694444,101,5,45,E,101.0958333,390300
IPE,"Ipil, Philippines: Ipil Airport","Ipil, Philippines",,Philippines,766,12/1/86,,Philippines,7,47,20,N,7.78888888,122,36,1,E,122.6002778,390100
IPC,"Easter Island, Chile: Mataveri International","Easter Island, Chile",,Chile,324,1/1/50,,Chile,27,9,54,S,-27.165,109,25,36,W,-109.4266667,260100
IOW,"Iowa City, IA: Iowa City Municipal","Iowa City, IA",Iowa,United States of America,61,1/1/50,,Iowa,41,38,25,N,41.64027777,91,32,50,W,-91.54722222,389400
IOU,"Ile Quen, New Caledonia - France: Ile Quen Airport","Ile Quen, New Caledonia - France",,New Caledonia - France,846,1/1/50,,New Cal.,22,27,50,S,-22.46388888,166,46,59,E,166.7830556,381700
IOS,"Ilheus, Brazil: Ilheus Airport","Ilheus, Brazil",,Brazil,316,1/1/50,,Brazil,14,48,50,S,-14.81388888,39,1,48,W,-39.02999999,381900
IOR,"Inishmore, Ireland: Inishmore Airport","Inishmore, Ireland",,Ireland,441,9/1/78,,Ireland,53,6,25,N,53.10694444,9,39,20,W,-9.65555555,385900
ION,"Impfondo, Congo: Impfondo Airport","Impfondo, Congo",,Congo,515,1/1/50,,Congo Rep.,1,36,48,N,1.61333333,18,3,43,E,18.06194444,383700
IOM,"Isle Of Man, United Kingdom: Isle Of Man/Ronaldsway","Isle Of Man, United Kingdom",,United Kingdom,493,1/1/50,,British Isles,54,4,57,N,54.08249999,4,37,40,W,-4.62777777,395000
IOA,"Ioannina, Greece: Ioannina Airport","Ioannina, Greece",,Greece,433,1/1/50,,Greece,39,41,48,N,39.69666666,20,49,33,E,20.82583333,389100
INW,"Winslow, AZ: Winslow Municipal","Winslow, AZ",Arizona,United States of America,81,1/1/50,1/31/03,Arizona,35,1,27,N,35.02416666,110,43,30,W,-110.725,979600
INW,"Winslow, AZ: Winslow Airport","Winslow, AZ",Arizona,United States of America,81,9/1/79,,Arizona,35,1,27,N,35.02416666,110,43,30,W,-110.725,979610
INV,"Inverness, United Kingdom: Inverness/Dalcross","Inverness, United Kingdom",,United Kingdom,493,1/1/50,,Scotland,57,32,33,N,57.54249999,4,2,54,W,-4.04833333,388500
INU,"Nauru, Nauru: Nauru Island","Nauru, Nauru",,Nauru,845,1/1/50,,Republic Of Nauru,0,32,0,S,-0.53333333,166,55,0,E,166.9166667,629900
INT,"Winston-Salem, NC: Robertson Field","Winston-Salem, NC",North Carolina,United States of America,36,1/1/50,,North Carolina,36,8,7,N,36.13527777,80,13,32,W,-80.22555555,979680
INS,"Indian Springs, NV: Indian Springs Af Aux","Indian Springs, NV",Nevada,United States of America,85,12/1/92,,Nevada,36,35,14,N,36.58722222,115,40,24,W,-115.6733333,384680
INR,"Kincheloe Air Force Base , MI: Kincheloe Air Force Base Airport","Kincheloe Afb, MI",Michigan,United States of America,43,1/1/50,12/1/77,Mich.,46,14,32,N,46.24222222,84,27,58,W,-84.46611111,448007
INP,"Indiana, PA: Indiana County Jimy Stewart Field","Indiana, PA",Pennsylvania,United States of America,23,1/1/50,,Penna,40,37,54,N,40.63166666,79,6,10,W,-79.10277777,20050
INO,"Inongo, Republic Of Congo: Inongo Airport","Inongo, Republic Of Congo",,Republic Of Congo,517,1/1/50,,Zaire,1,57,0,S,-1.95,18,16,45,E,18.27916666,387100
INN,"Innsbruck, Austria: Innsbruck Airport","Innsbruck, Austria",,Austria,403,1/1/50,,Austria,47,15,39,N,47.26083333,11,20,50,E,11.34722222,386800
INL,"International Falls, MN: Falls International","International Falls, MN",Minnesota,United States of America,63,1/1/50,,Minnesota,48,33,47,N,48.56305555,93,24,15,W,-93.40416666,387600
INH,"Inhambane, Mozambique: Inhambane Airport","Inhambane, Mozambique",,Mozambique,550,1/1/50,,Mozambique,23,52,28,S,-23.87444444,35,24,30,E,35.40833333,385600
ING,"Lago Argentino, Argentina: Lago Argentino Airport","Lago Argentino, Argentina",,Argentina,303,3/1/81,,Arg.,50,20,5,S,-50.33472222,72,14,56,W,-72.24888888,477950
INF,"In Guezzam, Algeria: In Guezzam Airport","In Guezzam, Algeria",,Algeria,500,12/1/86,,Algeria,19,33,40,N,19.56111111,5,45,1,E,5.75027777,385550
IND,"Indianapolis, IN: Indianapolis Muni/Weir Cook","Indianapolis, IN",Indiana,United States of America,42,1/1/50,9/1/89,Indiana,39,43,44,N,39.72888888,86,16,54,W,-86.28166666,384900
IND,"Indianapolis, IN: Indianapolis International","Indianapolis, IN",Indiana,United States of America,42,12/1/89,,Indiana,39,43,32,N,39.72555555,86,17,2,W,-86.28388888,384901
INC,"Yinchuan, China: Yinchuan Airport","Yinchuan, China",,China,713,3/1/84,,China,38,22,0,N,38.36666666,106,22,0,E,106.3666667,990850
IN2,"Indianapolis, IN: Indianapolis Executive","Indianapolis, IN",Indiana,United States of America,42,12/1/06,,Indiana,40,1,50,N,40.03055555,86,15,5,W,-86.25138888,384902
IN1,"Auburn, IN: De Kalb County","Auburn, IN",Indiana,United States of America,42,4/1/04,,,41,18,25,N,41.30694444,85,3,51,W,-85.06416666,59370
IMT,"Iron Mountain/Kingsfd, MI: Ford","Iron Mountain/Kingsfd, MI",Michigan,United States of America,43,1/1/50,,Michigan,45,48,56,N,45.81555555,88,6,51,W,-88.11416666,392300
IMP,"Imperatriz, Brazil: Imperatriz Airport","Imperatriz, Brazil",,Brazil,316,1/1/50,,Brazil,5,31,55,S,-5.53194444,47,28,50,W,-47.48055555,383500
IMM,"Immokalee, FL: Immokalee Airport","Immokalee, FL",Florida,United States of America,33,3/1/76,,Florida,26,26,2,N,26.43388888,81,24,9,W,-81.4025,383300
IML,"Imperial, NE: Imperial Municipal","Imperial, NE",Nebraska,United States of America,65,6/1/78,,,40,30,42,N,40.51166666,101,37,13,W,-101.6202778,383600
IMF,"Imphal, India: Imphal Airport","Imphal, India",,India,733,1/1/50,,India,24,45,40,N,24.76111111,93,53,59,E,93.89972222,384000
ILZ,"Zilina, Slovakia: Zilina Airport","Zilina, Slovakia",,Slovakia,483,3/1/93,,Slovakia,49,13,0,N,49.21666666,18,47,0,E,18.78333333,998601
ILZ,"Zilina, Czechoslovakia: Zilina Airport","Zilina, Czechoslovakia",,Czechoslovakia,417,3/1/78,12/1/92,Cs,49,13,0,N,49.21666666,18,47,0,E,18.78333333,998600
ILY,"Islay, United Kingdom: Islay/Port Ellen","Islay, United Kingdom",,United Kingdom,493,1/1/50,,Scotland,55,40,55,N,55.68194444,6,15,15,W,-6.25416666,394700
ILR,"Ilorin, Nigeria: Ilorin Airport","Ilorin, Nigeria",,Nigeria,555,6/1/79,,Nigeria,8,26,23,N,8.43972222,4,29,41,E,4.49472222,383200
ILQ,"Ilo, Peru: Ilo Airport","Ilo, Peru",,Peru,368,1/1/50,,Peru,17,41,46,S,-17.69611111,71,20,36,W,-71.34333333,382800
ILP,"Ile Des Pins, New Caledonia - France: Isle Des Pins","Ile Des Pins, New Caledonia - France",,New Caledonia - France,846,1/1/50,,New Cal,22,35,23,S,-22.58972222,167,26,51,E,167.4475,381500
ILO,"Iloilo, Philippines: Iloilo Airport","Iloilo, Philippines",,Philippines,766,1/1/50,,Philippines,10,42,52,N,10.71444444,122,32,37,E,122.5436111,383100
ILN,"Wilmington, OH: Clinton County  Air Force Base","Wilmington, OH",Ohio,United States of America,44,9/1/76,,Ohio,39,30,10,N,39.50277777,83,51,48,W,-83.86333333,198105
ILM,"Wilmington, NC: New Hanover County","Wilmington, NC",North Carolina,United States of America,36,1/1/50,,North Carolina,34,16,1,N,34.26694444,77,54,14,W,-77.90388888,977800
ILL,"Willmar, MN: Willmar Municipal","Willmar, MN",Minnesota,United States of America,63,1/1/50,,Minnesota,45,6,59,N,45.11638888,95,5,24,W,-95.08999999,977400
ILI,"Iliamna, AK: Iliamna Roadhouse","Iliamna, AK",Alaska,United States of America,1,1/1/50,,Alaska,59,45,10,N,59.75277777,154,54,30,W,-154.9083333,382200
ILG,"Wilmington, DE: Greater Wilmington","Wilmington, DE",Delaware,United States of America,31,1/1/50,,Delaware,39,40,42,N,39.67833333,75,36,27,W,-75.6075,977500
ILE,"Killeen, TX: Killeen Municipal","Killeen, TX",Texas,United States of America,74,1/1/50,,Texas,31,5,11,N,31.08638888,97,41,12,W,-97.68666666,445500
IL1,"Nevatim, Israel: Nevatim Ab","Nevatim, Israel",,Israel,636,1/1/03,,,31,12,30,N,31.20833333,35,0,44,E,35.01222222,633040
IKV,"Ankeny, IA: Ankeny Regional","Ankeny, IA",Iowa,United States of America,61,1/1/04,,Iowa,41,41,28,N,41.69111111,93,33,59,W,-93.56638888,38450
IKT,"Irkutsk, Russia (Asian): Irkutsk Airport","Irkutsk, Russia (Asian)",,Russia (Asian),770,9/1/92,,Russia,52,16,0,N,52.26666666,104,24,0,E,104.4,391990
IKT,"Irkutsk, U.S.S.R. (Asian): Irkutsk Airport","Irkutsk, U.S.S.R. (Asian)",,U.S.S.R. (Asian),786,1/1/50,6/1/92,U.S.S.R.,52,16,0,N,52.26666666,104,24,0,E,104.4,392000
IKO,"Nikolski, AK: Nikolski Afs","Nikolski, AK",Alaska,United States of America,1,1/1/50,,Alaska,52,56,30,N,52.94166666,168,51,0,W,-168.85,641200
IKK,"Kankakee, IL: Kankakee","Kankakee, IL",Illinois,United States of America,41,1/1/50,,Illinois,41,4,17,N,41.07138888,87,50,56,W,-87.84888888,425750
IKI,"Iki, Japan: Iki Airport","Iki, Japan",,Japan,736,1/1/50,,Japan,33,44,44,N,33.74555555,129,47,18,E,129.7883333,381200
IKB,"Wilkesboro, NC: Wilkes County","Wilkesboro, NC",North Carolina,United States of America,36,3/1/03,,Wilkesboro,36,13,22,N,36.22277777,81,5,54,W,-81.09833333,975921
IKA,"Tehran, Iran: Imam Khomeini International","Tehran, Iran",,Iran,632,4/1/05,,Iran,35,24,35,N,35.40972222,51,9,3,E,51.15083333,890002
IJX,"Jacksonville, IL: Jacksonville Municipal","Jacksonville, IL",Illinois,United States of America,41,1/1/50,,Illinois,39,46,27,N,39.77416666,90,14,14,W,-90.23722222,401500
IJU,"Ijui, Brazil: Ijui Airport","Ijui, Brazil",,Brazil,316,1/1/50,,Brazil,28,22,4,S,-28.36777777,53,50,41,W,-53.84472222,380900
II3,"De Kalb, IL: De Kalb Taylor Municipal","De Kalb, IL",Illinois,United States of America,41,7/1/06,,Illinois,41,55,53,N,41.93138888,88,42,26,W,-88.70722222,239151
II2,"Chicago, IL: Lewis University","Chicago, IL",Illinois,United States of America,41,10/1/03,,,41,36,30,N,41.60833333,88,5,39,W,-88.09416666,185003
II1,"Rantoul, IL: Rantoul National Aviation Center","Rantoul, IL",Illinois,United States of America,41,6/1/03,,,40,17,37,N,40.29361111,88,8,33,W,-88.14249999,750100
IHU,"Ihu, Papua New Guinea: Ihu Airport","Ihu, Papua New Guinea",,Papua New Guinea,804,1/1/50,,Papua New Guinea,7,54,2,S,-7.90055555,145,23,37,E,145.3936111,380700
IGX,"Chapel Hill, NC: Horace Williams","Chapel Hill, NC",North Carolina,United States of America,36,3/1/02,,,35,56,6,N,35.93499999,79,3,57,W,-79.06583333,178540
IGU,"Iguassu Falls, Brazil: Iguassu Falls","Iguassu Falls, Brazil",,Brazil,316,1/1/50,,Brazil,25,31,29,S,-25.52472222,54,35,5,W,-54.58472222,380300
IGS,"Igushik, AK: Igushik,alaska/Est./Fake-Igk","Igushik, AK",Alaska,United States of America,1,1/2/50,,Alaska,64,30,12,N,64.50333333,152,30,12,W,-152.5033333,622350
IGR,"Iguazu, Argentina: Cataratas","Iguazu, Argentina",,Argentina,303,1/1/50,,Argentina,25,44,30,S,-25.74166666,54,27,57,W,-54.46583333,380100
IGR,"Iguazu, Argentina: Iguazu Airport","Iguazu, Argentina",,Argentina,303,3/1/80,1/31/03,Argentina,25,44,30,S,-25.74166666,54,27,57,W,-54.46583333,380110
IGO,"Chigorodo, Colombia: Chigorodo Airport","Chigorodo, Colombia",,Colombia,327,6/1/77,,Colombia,7,40,54,N,7.68166666,76,41,12,W,-76.68666666,187050
IGN,"Iligan, Philippines: Maria Cristina","Iligan, Philippines",,Philippines,766,1/1/50,,Philippines,8,7,52,N,8.13111111,124,12,51,E,124.2141667,382500
IGM,"Kingman, AZ: Kingman Municipal","Kingman, AZ",Arizona,United States of America,81,1/1/50,,Arizona,35,15,24,N,35.25666666,113,56,24,W,-113.94,447700
IGL,"Cigli, Turkey: Cigli","Cigli Airport, Turkey",,Turkey,679,12/2/79,2/28/80,,38,30,42,N,38.51166666,27,0,30,E,27.00833333,192800
IGL,"Izmir, Turkey: Izmir","Izmir, Turkey",,Turkey,679,6/1/77,12/1/79,Turkey,38,19,8,N,38.31888888,27,9,34,E,27.15944444,400200
IGL,"Izmir, Turkey: Cigli","Izmir, Turkey",,Turkey,679,3/1/80,,,38,30,42,N,38.51166666,27,0,30,E,27.00833333,400101
IGH,"Ingham, Australia: Ingham Airport","Ingham, Australia",,Australia,802,1/1/50,,Australia,18,4,1,S,-18.06694444,146,9,0,E,146.15,385500
IGG,"Igiugig, AK: Igiugig Airport","Igiugig, AK",Alaska,United States of America,1,1/1/50,,Alaska,59,19,26,N,59.32388888,155,54,0,W,-155.9,17700
IGA,"Inagua, Bahamas: Great Inagua","Inagua, Bahamas",,Bahamas,204,1/1/50,1/31/03,Bahama Island,20,59,0,N,20.98333333,73,40,0,W,-73.66666666,384300
IGA,"Inagua, Bahamas: Inagua Airport","Inagua, Bahamas",,Bahamas,204,3/1/80,,Bahamas,20,59,0,N,20.98333333,73,40,0,W,-73.66666666,384310
IFP,"Bullhead City, AZ: Laughlin Bullhead International","Bullhead City, AZ",Arizona,United States of America,81,12/1/94,,Arizona,35,9,52,N,35.16444444,114,33,55,W,-114.5652778,140001
IFO,"Ivano - Frankovska, Ukraine: Ivano - Frankovska International","Ivano - Frankovska, Ukraine",,Ukraine,488,3/1/07,,Ukraine,48,53,3,N,48.88416666,24,41,10,E,24.68611111,960201
IFN,"Isfahan, Iran: Esfahan","Isfahan, Iran",,Iran,632,1/1/50,,Iran,32,37,20,N,32.62222222,51,41,52,E,51.69777777,393500
IFL,"Innisfail, Australia: Innisfail Airport","Innisfail, Australia",,Australia,802,1/1/50,,Australia,17,33,0,S,-17.55,146,1,0,E,146.0166667,386400
IFJ,"Isafjordur, Iceland: Isafjordur Airport","Isafjordur, Iceland",,Iceland,439,1/1/50,,Iceland,66,3,35,N,66.05972222,23,7,58,W,-23.13277777,392900
IEV,"Kiev, Ukraine: Zhulhany","Kiev, Ukraine",,Ukraine,488,9/1/92,3/1/93,Ukraine,50,24,7,N,50.40194444,30,27,3,E,30.45083333,444162
IEV,"Kiev, Ukraine: Zhulhany","Kiev, Ukraine",,Ukraine,488,6/1/93,,Ukraine,50,24,7,N,50.40194444,30,27,3,E,30.45083333,444166
IEV,"Kiev, U.S.S.R. (European): Borispol","Kiev, U.S.S.R. (European)",,U.S.S.R. (European),489,1/1/50,9/1/74,,50,12,0,N,50.2,30,54,0,E,30.9,444101
IEV,"Kiev, U.S.S.R. (European): Zhulhany","Kiev, U.S.S.R. (European)",,U.S.S.R. (European),489,12/1/74,6/1/92,,50,24,7,N,50.40194444,30,27,3,E,30.45083333,444105
IEG,"Zielona Gora, Poland: Zielona Gora Airport","Zielona Gora, Poland",,Poland,467,12/1/81,,Poland,53,6,0,N,53.1,19,58,0,W,-19.96666666,997600
IE1,"Baldonnel, Ireland: Casement","Baldonnel, Ireland",,Ireland,441,5/1/07,,Ireland,53,18,6,N,53.30166666,6,27,4,W,-6.45111111,70401
IDR,"Indore, India: Indore Airport","Indore, India",,India,733,1/1/50,,India,22,43,23,N,22.72305555,75,48,20,E,75.80555555,385400
IDP,"Independence, KS: Independence Municipal","Independence, KS",Kansas,United States of America,62,12/1/00,,,37,9,30,N,37.15833333,95,46,42,W,-95.77833333,384620
IDO,"Santa Isabel Do Morro, Brazil: Santa Isabel Do Morro Airport","Santa Isabel Do Morro, Brazil",,Brazil,316,3/1/90,,Brazil,11,34,12,S,-11.56999999,50,39,58,W,-50.66611111,810450
IDI,"Indiana, PA: Indiana Pa","Indiana, PA",Pennsylvania,United States of America,23,1/1/50,,Pennsylvania,40,37,54,N,40.63166666,79,6,10,W,-79.10277777,384700
IDA,"Idaho Falls, ID: Fanning Field","Idaho Falls, ID",Idaho,United States of America,83,1/1/50,,Idaho,43,30,58,N,43.51611111,112,3,53,W,-112.0647222,379400
ICY,"Icy Bay, AK: Icy Bay Airport","Icy Bay, AK",Alaska,United States of America,1,1/1/50,,Alaska,59,57,57,N,59.96583333,141,39,30,W,-141.6583333,379000
ICT,"Wichita, KS: Mid-Continent","Wichita, KS",Kansas,United States of America,62,1/1/50,,Kansas,37,39,0,N,37.65,97,25,58,W,-97.43277777,975000
ICN,"Seoul, South Korea: Incheon International","Seoul, South Korea",,South Korea,778,12/1/97,,South Korea,37,27,45,N,37.4625,126,26,21,E,126.4391667,828711
ICK,"Nieuw Nickerie, Surinam: Nieuw","Nieuw Nickerie, Surinam",,Surinam,379,12/1/79,,Sur.,5,57,15,N,5.95416666,57,2,17,W,-57.03805555,640200
ICI,"Cicia, Fiji Islands: Cicia Airport","Cicia, Fiji Islands",,Fiji Islands,821,12/1/97,,Fiji,17,44,44,S,-17.74555555,179,20,17,W,-179.3380556,192150
IBZ,"Ibiza, Spain: Ibiza Airport","Ibiza, Spain",,Spain,482,1/1/50,,Spain,38,52,25,N,38.87361111,1,22,22,E,1.37277777,378500
IBU,"Itambacuri, Brazil: Itambacuri Airport","Itambacuri, Brazil",,Brazil,316,1/1/50,,Brazil,18,4,0,S,-18.06666666,41,41,0,W,-41.68333333,396900
IBE,"Ibague, Colombia: Perales","Ibague, Colombia",,Colombia,327,1/1/50,,Colombia,4,25,33,N,4.42583333,75,8,24,W,-75.13999999,378100
IBA,"Ibadan, Nigeria: Ibadan Airport","Ibadan, Nigeria",,Nigeria,555,1/1/50,,Nigeria,7,25,55,N,7.43194444,3,54,40,E,3.91111111,377800
IAS,"Iasi, Romania: Iasi","Iasi, Romania",,Romania,473,1/1/50,,Romania,47,11,0,N,47.18333333,27,36,0,E,27.6,377500
IAR,"Yaroslavl, Russia (European): Yaroslavl Airport","Yaroslavl, Russia (European)",,Russia (European),475,9/1/01,,,57,37,8,N,57.61888888,39,50,29,E,39.84138888,989600
IAN,"Kiana, AK: Bob Baker Memorial","Kiana, AK",Alaska,United States of America,1,1/1/50,,Alaska,66,58,32,N,66.97555555,160,25,50,W,-160.4305556,443700
IAM,"In Amenas, Algeria: Zarzaitine/In Amenas","In Amenas, Algeria",,Algeria,500,12/1/75,,Algeria,28,3,4,N,28.05111111,9,38,17,E,9.63805555,384400
IAH,"Houston, TX: Houston Intercontinental","Houston, TX",Texas,United States of America,74,1/1/50,,Texas,29,59,0,N,29.98333333,95,20,24,W,-95.33999999,373201
IAG,"Niagara Falls, NY: Niagara Falls International","Niagara Falls, NY",New York,United States of America,22,1/1/50,,New York,43,6,26,N,43.10722222,78,56,44,W,-78.94555555,763350
IAD,"Washington, DC: Dulles International","Washington, DC",District of Columbia,United States of America,32,1/1/50,,Dist. Of Col.,38,56,30,N,38.94166666,77,27,27,W,-77.4575,964601
IAB,"Wichita, KS: Mcconnell Air Force Base","Wichita, KS",Kansas,United States of America,62,1/1/50,,Kansas,37,37,23,N,37.62305555,97,16,2,W,-97.26722222,975000
IA3,"Red Oak, IA: Red Oak Municipal","Red Oak, IA",Iowa,United States of America,61,4/1/08,,Iowa,41,0,38,N,41.01055555,95,15,36,W,-95.26,752951
IA2,"Webster City, IA: Webster City Municipal","Webster City, IA",Iowa,United States of America,61,6/1/05,,Iowa,42,26,12,N,42.43666666,93,52,8,W,-93.86888888,969501
